AMc11mE,Christopher Edwards,9801 Julie Route Apt. 467 Chubbuck ID. 37518,321-43-1493,40,cedwards@byui.edu,469-404-9371x09019,114000,2015-09-08,116,948,12,1994,-24.754403,132.346752,292 GNG,80
HL2mg96,Paul Sutton,37897 Rocha Haven Pierce ID. 31050,025-92-9098,54,psutton@byui.edu,001-467-385-6570x537,96000,1985-03-26,100,928,08,1975,3.2461855,-80.329729,HEQ 658,56
TXsCuBu,Nicholas West,711 Lee Drive Suite 022 McCall ID. 82902,690-40-2735,60,nwest@byui.edu,(612)634-2946x0064,102000,2016-02-05,119,838,09,1982,-24.2400725,140.011002,HTX-5458,78
Y4V62j0,Megan Choi,6296 Roberts Plains Apt. 538 Sugar City ID. 20834,206-55-4967,51,mchoi@byui.edu,365.251.9971,77000,1977-01-09,95,820,04,1978,34.026127,33.498429,757S,94
A7CTo03,Michael Hoffman,124 Martinez Summit Suite 863 Aberdeen ID. 24729,035-57-5009,62,mhoffman@byui.edu,965.790.4723x8614,111000,1995-07-13,95,885,03,1992,72.755853,-117.392125,HEC B38,85
00ZZ8oY,Tony Bell,2777 Rhonda Hill Council ID. 51181,839-12-0281,51,tbell@byui.edu,+1-221-948-3244x81460,109000,2010-10-10,107,903,05,1990,34.6675285,148.790108,CQC2517,84
zKr26x8,Cathy Buckley,17147 Robert Inlet Apt. 726 Kimberly ID. 59903,264-99-3409,62,cbuckley@byui.edu,+1-302-656-2532x4601,112000,1990-11-14,95,811,07,2014,-39.4735905,103.984586,407SIP,66
0N04XWb,Jennifer Jordan,98646 Dennis Park Swan Valley ID. 14373,790-63-4828,39,jjordan@byui.edu,635-035-9673x44302,89000,1970-07-18,103,872,10,1990,58.877419,21.042983,5DS 420,76
uVtjZ7n,Robert Tran,12580 Rachel Mission Minidoka ID. 29175,375-66-4944,63,rtran@byui.edu,429.076.5312x1313,97000,2011-06-27,124,733,06,1974,-52.709682,-67.258474,002R9,95
kt482Rx,Peter Miles,7291 Vargas Walks Leadore ID. 71157,229-11-9097,61,pmiles@byui.edu,603-447-5997,120000,1979-10-17,103,734,07,1977,27.537579,32.978498,9-G3831,65
44K6u4t,Dr. Tricia Warren,259 Andrew Burgs Jerome ID. 64010,158-66-3030,73,dtricia@byui.edu,(843)656-9028x74643,106000,1973-05-03,112,733,09,1971,48.8863615,-99.143434,WB8 2528,76
X8zy7v9,Karen Case,719 Townsend Manors Soda Springs ID. 30857,552-08-5672,42,kcase@byui.edu,+1-901-586-4595x959,93000,1973-11-18,119,882,06,1984,-69.7558975,7.485645,4OZI 84,64
8Xnul98,Haley Rhodes,43368 Bryant Estates Ketchum ID. 54408,582-48-9040,59,hrhodes@byui.edu,879.150.1217x678,96000,1994-03-05,127,931,01,2006,-71.5234565,1.453038,00I K02,57
ngZ4sNa,Martin Robinson,65039 Candace River Paul ID. 24730,630-96-5838,72,mrobinson@byui.edu,(389)967-1689x459,119000,1991-06-07,123,778,02,1990,14.75834,125.505913,RJ1 X7N,91
J05xB3J,Carlos Evans,13321 Mccormick Alley Suite 394 Hamer ID. 60415,293-82-8116,53,cevans@byui.edu,(859)944-0871x0126,94000,1972-12-16,121,850,03,1997,26.23415,-145.811358,97S•034,95
l1EAs2N,Nicole Bass,9200 Tucker Dam Ketchum ID. 29096,837-95-6022,44,nbass@byui.edu,001-230-151-8072x7084,108000,1991-06-27,102,947,05,1993,82.1582895,170.863439,73NJ0,62
wCwf30V,Scott Brewer,38863 Mark Skyway Shoshone ID. 22431,854-98-9486,44,sbrewer@byui.edu,+1-470-998-4797x66599,120000,1997-02-09,98,866,07,1990,50.269824,8.034869,54Q•307,56
1cP2m3E,Catherine Turner,028 Nicolas Fork Moore ID. 40033,541-07-8028,69,cturner@byui.edu,001-918-875-1639x8128,70000,1981-09-20,124,916,06,1981,-25.8903835,-40.993191,YNP-9158,78
s0aJI3a,Barbara Martin,884 Sabrina Road Apt. 921 Middleton ID. 13230,552-74-6438,64,bmartin@byui.edu,033.680.9093x50608,99000,1973-03-07,118,836,01,2013,-25.1537175,21.618982,9-57859Z,98
0026TDO,Angela Johnson,6205 Joshua Course Huetter ID. 19598,359-27-4038,58,ajohnson@byui.edu,851.535.5453x90086,117000,1971-12-21,117,826,11,1979,-42.9618765,-25.943258,88W H52,82
d8LUp31,Jennifer Wilkerson,739 Stephanie Overpass Lapwai ID. 78954,042-64-5316,52,jwilkerson@byui.edu,435-008-6015,116000,2012-07-11,109,879,12,1983,-68.8181425,178.3682,YU5 0831,57
964d5OE,Judy Miller,736 Andrew Freeway Apt. 226 New Plymouth ID. 78294,087-57-5182,62,jmiller@byui.edu,316.581.3012,73000,2020-07-28,99,725,11,1983,-17.299414,-12.600832,NE 5048,72
6604R7j,Holly Dyer,83044 Janice Rapid Caldwell ID. 96885,244-28-3416,46,hdyer@byui.edu,001-375-120-9216,81000,2006-09-16,124,854,10,1980,-85.2307975,-145.387155,0S 27168,65
W8LH3E7,Christopher Young,8966 Stanton Cape Suite 620 Newdale ID. 47074,150-13-4641,65,cyoung@byui.edu,755.055.2401,123000,1974-10-21,96,760,09,2010,31.9737605,-144.477127,YBA-850,63
M5H0osn,Sarah Ferrell,49519 Lutz Spring Suite 785 Ashton ID. 75290,242-44-6833,61,sferrell@byui.edu,940.829.4170x9281,100000,1983-01-19,108,795,09,2006,46.682454,-36.781236,671-FNQ,81
eXmMAdw,Mrs. Sharon Bauer,116 Francisco Plaza Apt. 158 Bliss ID. 03734,768-29-4233,45,msharon@byui.edu,+1-205-097-6191,78000,1993-12-14,109,941,05,2016,43.632405,-161.536778,678-MDC,57
rsv7ao5,Steven Castillo,4326 Janet Flats Apt. 631 Weippe ID. 36869,347-03-1209,65,scastillo@byui.edu,(783)374-0441x13685,70000,2016-07-06,128,922,04,2022,-54.0941185,60.923527,EAX 517,80
f128FKQ,Steven Holt,65986 Hooper Burg Suite 233 Grayburgh New Jersey. 30179,211-99-1030,49,sholt@byui.edu,+1-528-540-1175x870,123000,2021-08-16,99,755,11,1982,-49.311308,-61.291095,KOO-772,57
kwaT08v,Alexis Williams,904 Hahn Mountains Hayden ID. 37460,011-28-1668,40,awilliams@byui.edu,(049)127-8959x13201,124000,1995-10-27,126,945,09,1974,-81.4070615,65.628476,63A KL6,65
0U2651C,Sarah Guzman,40289 Gabriel Locks Apt. 892 Preston ID. 31779,475-46-9028,71,sguzman@byui.edu,617.800.9593x50353,118000,1970-07-04,123,730,05,1988,-8.374168,-17.960554,QHD-0185,79
9E0LSs3,Jason Anderson,859 Roman Ford Soda Springs ID. 97820,524-34-1880,43,janderson@byui.edu,(252)460-6679,110000,2016-07-26,129,746,12,2016,19.003584,-141.929013,7-9222K,95
o43Rwl8,Lisa Brown,11883 Patton Stream Apt. 425 Osburn ID. 38898,865-56-0819,59,lbrown@byui.edu,(096)043-3860,96000,2018-11-26,124,899,03,1991,-5.9679775,74.421609,SQX 208,86
jQ2v107,Isabella Henderson,182 Smith Streets Apt. 584 Gooding ID. 14428,557-84-5595,48,ihenderson@byui.edu,949.443.9389x85148,122000,2016-02-19,128,860,06,1984,-51.080431,120.199,386 9SJ,82
O2iFWg7,Eric Nelson,09269 Sonia Mount Suite 455 Kuna ID. 38777,613-63-7754,63,enelson@byui.edu,434.023.2368,90000,2003-08-15,104,931,03,2022,85.739041,-30.635117,LHE2512,82
W0W6zz7,Joseph Hernandez,9191 Robert Lodge Apt. 782 Aberdeen ID. 88003,781-75-8384,38,jhernandez@byui.edu,+1-767-043-3362x62268,84000,2007-12-04,116,795,11,2020,47.935281,-173.114538,934-PXM,67
ow40Uez,Erin Gonzalez,18476 Miller Isle Apt. 998 Worley ID. 30927,513-80-0288,64,egonzalez@byui.edu,1248931046,75000,2020-03-15,118,824,10,1983,-81.3463815,164.616388,8GJ 986,81
tQ1u87S,William Moore,1304 Katie Course St. Anthony ID. 59122,499-20-0644,62,wmoore@byui.edu,(469)809-4909x297,78000,1991-09-25,99,731,10,1981,-14.255217,-134.576557,ZVU 295,68
7y6o361,Ashley Bowman,2842 Scott Landing Apt. 798 Aberdeen ID. 22267,341-24-9229,47,abowman@byui.edu,(348)666-4329,121000,1991-11-30,129,949,07,1979,41.5874605,-44.778776,2IB D67,90
0hv72Py,John Hernandez,703 Martinez Falls Suite 277 Aberdeen ID. 70886,063-73-5352,47,jhernandez@byui.edu,001-228-258-5986,106000,2002-10-12,129,892,12,1977,-19.233554,4.340968,HQA-6576,60
7D55EkB,Jennifer Harris,349 Morgan Stream Pocatello ID. 84710,256-02-3569,65,jharris@byui.edu,933.521.1791,95000,1984-03-16,114,856,10,2017,-76.9884135,175.162063,760 5886,74
615bV67,Jon Morton,621 Amanda Lodge Apt. 180 Dayton ID. 23029,678-74-9222,71,jmorton@byui.edu,001-642-333-3384x0295,75000,2006-12-02,122,946,04,1981,-73.8445315,127.781013,409-UIC,85
68rUmp2,John Olson,951 Tyler Pine Apt. 529 Heyburn ID. 10194,235-26-1843,73,jolson@byui.edu,(718)619-3179x645,113000,2008-04-01,113,935,05,2019,-37.2814755,43.453617,85I X55,62
2R6TfS9,Desiree Stevens,0452 Garcia Ranch St. Anthony ID. 38813,426-83-8624,69,dstevens@byui.edu,+1-065-455-5320,97000,1996-04-17,120,789,04,2017,14.962368,149.628167,380 OI9,77
6pTh7Y7,David Johnson,138 Hernandez Grove Suite 768 Cambridge ID. 99523,364-39-3065,55,djohnson@byui.edu,909-297-2242,113000,1979-02-27,114,771,11,2018,-60.3607375,95.633453,F86 5IL,70
992vNJV,Rachel Hebert,83630 Donald Divide Ferdinand ID. 24213,897-58-8739,55,rhebert@byui.edu,077.635.5976,114000,1983-04-20,95,878,01,1996,14.961717,-92.189681,OY6 P2Q,88
IxwFBTn,Kevin Mendez,07504 Reeves Flats Suite 782 Soda Springs ID. 27054,112-89-0137,71,kmendez@byui.edu,(495)201-7613x42086,99000,1997-04-14,115,781,06,2003,-6.3176105,-104.36311,716O5,62
7bbR1v2,Amanda Anderson,58892 Summer Flat Apt. 747 Deary ID. 36456,335-34-2832,52,aanderson@byui.edu,2274483022,71000,2005-07-31,99,809,09,1974,-2.5904485,-109.262734,135 AXB,55
t0xED15,Brian White,5114 Jeremiah Common Sandpoint ID. 31585,181-35-4486,45,bwhite@byui.edu,670.060.2861,79000,2016-07-01,109,872,09,1983,36.0444395,-152.377966,8RX V32,67
F5q3S43,Cody Simpson,42697 Taylor Forges Crouch ID. 39912,354-85-4139,40,csimpson@byui.edu,015.863.9348,80000,2015-01-28,105,833,06,1987,15.2016065,-95.819386,KVX 025,98
4r74Lzh,Richard Howard,712 Valenzuela Mall Carey ID. 67879,360-86-7614,61,rhoward@byui.edu,292-635-8587x4249,117000,2003-08-21,129,831,10,2012,56.528794,-106.320836,109 INH,82
u8ps69S,Tyler Jackson,24087 Gibbs Glens Malta ID. 26970,048-83-6653,64,tjackson@byui.edu,421-458-7051,72000,1998-08-03,121,788,06,2010,49.483522,-174.982566,GKM 297,76
fVmt3w6,Daniel Castillo,354 Diane Tunnel Suite 486 Menan ID. 83973,568-94-5503,38,dcastillo@byui.edu,(320)390-1638x642,116000,2019-08-17,107,919,09,1983,-8.4893755,-63.126642,HOW-9922,65
quM8y1u,Alyssa Mercado,833 Young Field Suite 557 Menan ID. 33668,856-63-0815,70,amercado@byui.edu,7553437857,71000,1977-09-11,96,856,04,2018,-70.5027025,-128.670246,HNX 013,64
jY2LL2D,Anthony Martinez,274 Kidd Point Victor ID. 14520,137-19-0624,69,amartinez@byui.edu,938.427.5152x817,80000,2017-05-26,117,830,05,1987,-2.8866085,-61.282837,AYX 364,77
rLJ1yeu,Kenneth Hudson,2133 Stephanie Parkway Castleford ID. 19566,136-84-3622,38,khudson@byui.edu,001-060-332-5875,112000,1974-06-28,128,889,05,1978,-16.1167085,-162.327695,59I 146,58
RSjQH3z,Eric Morris Jr.,2619 Brown Square Melba ID. 22527,257-28-4204,40,emorris@byui.edu,+1-151-144-5641x5651,103000,2004-03-13,102,949,03,2002,20.312165,111.724499,720 FXK,81
zZ8288f,Samantha Hayes,1201 Brian Ranch Apt. 045 Dover ID. 68080,385-58-9252,48,shayes@byui.edu,611.221.5875x516,83000,1977-12-08,104,901,01,2014,82.748845,46.775013,76-JK42,64
3momRG0,Angela Roberts,555 Sullivan Shore Pinehurst ID. 38900,110-82-7177,67,aroberts@byui.edu,(355)125-4061,92000,2014-04-06,111,777,07,2004,13.737139,155.4923,RRK O38,56
s6hDQZ8,Andrew Patrick,54612 Natalie Causeway Hauser ID. 71096,877-57-2122,68,apatrick@byui.edu,809.834.0885,103000,1987-04-12,118,731,09,2012,-84.620892,58.604812,HXC-5643,60
18a71QO,Derek Choi,8219 Mahoney Bridge Suite 188 Weston ID. 40841,498-97-1581,56,dchoi@byui.edu,001-854-208-2986x616,75000,1990-05-08,120,920,08,1988,-24.344045,-143.718785,1W 58740,68
55OHaZu,Mario Carson,4804 Virginia Court Carey ID. 19380,360-06-4681,63,mcarson@byui.edu,498.166.7542,70000,2009-08-02,124,792,12,1990,72.6780015,-99.53271,4FM33,84
U6K32fl,Rebecca Young,08540 Lindsay Haven Apt. 945 Gooding ID. 38344,346-49-5886,42,ryoung@byui.edu,001-724-894-6851x0922,122000,1978-11-13,105,852,09,1974,0.875714,-127.399649,5PF57,85
FYqF0m9,Derrick Miranda,166 Maria Forges Apt. 459 Worley ID. 63079,443-99-4911,43,dmiranda@byui.edu,147.804.0148x35938,109000,1996-08-14,103,785,07,1986,23.9430775,-31.853822,3DS 751,99
186TU2i,Diana White,73198 Debra Oval Suite 734 Gooding ID. 10649,796-35-6908,60,dwhite@byui.edu,475-250-2930x93846,74000,2014-01-15,118,832,03,2008,60.250038,64.091284,5UA 342,85
Y4AnLIG,Johnny Arnold,76858 Frazier Circles Acequia ID. 50758,816-40-8884,49,jarnold@byui.edu,(160)802-8584x8518,78000,1981-11-25,104,937,12,1987,-56.63206,167.391976,639L,67
tN806ZB,Nancy Rogers,68609 Samuel Radial Melba ID. 62234,304-39-2703,38,nrogers@byui.edu,879.223.1822,117000,2003-08-20,106,804,04,2003,-26.950874,152.609689,882VCP,91
8zwGbv2,Jason Carr,09364 Joshua Track Apt. 044 Ririe ID. 15122,518-01-7296,64,jcarr@byui.edu,888-632-8172,95000,1978-03-12,100,921,07,1980,-63.4527675,78.849928,WCE2536,71
RKt30g7,Ashley Woods,2532 Joseph Skyway Carrieburgh Louisiana. 46849,078-21-0598,73,awoods@byui.edu,+1-870-741-4232x286,116000,1990-08-21,95,945,12,1979,79.6115925,160.220073,6I 6841H,62
6K064Ae,Tyler Mullins,6235 Savage Plaza Apt. 310 Inkom ID. 67441,540-95-6623,40,tmullins@byui.edu,777.465.7007x61307,121000,2001-07-03,101,808,10,1972,-57.698107,-40.806482,DWG 550,90
KQ6y5R8,Melissa Hubbard,459 Wall Light Suite 325 Ucon ID. 34547,684-23-2871,40,mhubbard@byui.edu,(264)720-3990,121000,1994-02-09,115,729,11,1996,33.6578355,68.659253,0T PU990,65
m1I90hK,Kristy Casey,71550 Francisco Lights Suite 436 Nezperce ID. 14479,669-22-2215,53,kcasey@byui.edu,095-109-8454x7467,75000,1998-10-31,112,787,12,2016,27.0285255,51.791856,RZ-5074,69
pX3mYmz,Benjamin Powell,942 Stephens Drive Menan ID. 72448,421-98-3380,63,bpowell@byui.edu,(329)609-3483,84000,1993-05-27,110,937,04,1976,65.1478475,-64.871143,649592,96
p6TL6DD,Ryan Camacho,7820 Dixon Branch Suite 740 Richfield ID. 55621,806-51-7968,47,rcamacho@byui.edu,001-626-995-9106x7790,97000,2020-03-29,127,821,07,1996,40.394167,60.502432,LQ 5119,75
px33t0h,Anthony Smith,428 Patrick Extensions Fruitland ID. 76597,706-34-7252,67,asmith@byui.edu,(691)074-4504,94000,2014-12-18,112,932,04,2022,74.3484765,-43.678598,25O 794,59
7vdN37C,Emily Combs,47314 Bailey Mountains Acequia ID. 23912,694-11-9776,48,ecombs@byui.edu,+1-634-268-5269x8726,100000,1989-02-24,125,893,10,1977,-34.673192,44.236583,761 1FZ,78
3Rb4Vre,Kristen Gregory,02128 David Light Webbborough Alabama. 85988,861-02-3015,55,kgregory@byui.edu,(478)522-6323x687,99000,2016-08-11,102,765,08,1976,-11.864445,-125.170743,INK 167,93
CZeI12z,Nicole Blair,4779 Wayne Stravenue Suite 504 Culdesac ID. 16444,547-44-5025,44,nblair@byui.edu,(880)407-7165x212,73000,2005-04-17,128,922,08,2005,-14.466722,141.903266,245683,62
GtJeD84,Joseph Lopez,01396 Payne Valleys Culdesac ID. 85724,134-54-9604,71,jlopez@byui.edu,137.124.9080,109000,2017-05-01,122,904,07,1973,56.4027235,-120.378188,VJG-4933,91
05C8Wpv,Eric Vang,18306 Laura Station Apt. 109 Kendrick ID. 38131,651-96-0793,49,evang@byui.edu,689-828-0295x029,89000,1974-05-15,112,759,03,1974,-53.5335865,-50.594337,9T 17629,57
2oq9nd6,Jasmine Barnes,12633 Regina Pike Suite 969 Bonners Ferry ID. 10119,262-83-3652,48,jbarnes@byui.edu,244-650-9863,84000,2019-05-21,100,750,09,1988,-10.1954995,127.036251,ELT 567,79
Lqtg1k6,Mary Parrish,0515 Richard Island Bovill ID. 39135,129-59-5447,68,mparrish@byui.edu,526.823.2670x890,95000,2020-03-05,118,920,08,2006,-88.4718625,137.755104,456K,84
xRvDHSF,Mr. Jonathan Cohen,967 Douglas Groves Menan ID. 81108,319-23-3721,44,mjonathan@byui.edu,001-237-338-9684x952,101000,1989-07-27,118,862,09,1992,-75.127949,-23.182415,QFS5660,86
n0vet2O,Richard Webb,007 Fernandez View Hamer ID. 90304,250-30-2977,44,rwebb@byui.edu,+1-766-113-8800x22928,121000,1976-04-07,97,942,07,2010,86.035651,176.216608,152 NCB,88
PVPlo9s,Melissa Nicholson,64401 Leslie Path Iona ID. 34270,836-39-6866,41,mnicholson@byui.edu,970.333.3380x73763,93000,1975-12-30,119,944,03,1974,63.7442745,112.825693,982603,95
40qiZ9J,Allison Evans,55941 Cole Throughway Suite 730 St. Anthony ID. 18746,846-36-7064,39,aevans@byui.edu,9591249431,95000,1990-01-27,95,804,08,1991,38.3772405,-59.748813,IRM-5589,92
Lv1jftI,Dr. Hailey Banks,7402 Mcdaniel Pike Suite 264 Ashton ID. 54945,214-52-4736,42,dhailey@byui.edu,001-697-495-7988x53560,75000,1987-06-18,109,936,10,1991,20.8054015,-20.135839,23-4488R,60
2jm4XAd,Andrea Ponce,9429 Park Square Apt. 729 Ponderay ID. 70560,285-29-2579,65,aponce@byui.edu,731-975-5843,100000,2001-09-24,96,872,10,1974,38.3527595,61.328685,402-BRB,89
oSTyT8f,Elizabeth Norton,77310 Jeffery Prairie Suite 826 Malad ID. 52916,228-97-9778,46,enorton@byui.edu,+1-394-338-1146,118000,2003-06-28,115,836,07,1972,77.816124,-35.798868,33Q•717,64
80j6F0W,James Jenkins,82759 Vanessa Views Ammon ID. 45244,609-49-3614,41,jjenkins@byui.edu,0926778358,78000,1979-12-08,127,799,11,1984,-48.8099695,-16.680788,SNG-329,62
ANOBMK0,Colin Garner,88401 Allison Plains Boise ID. 67862,268-76-5621,47,cgarner@byui.edu,085.439.9617x492,104000,1979-10-24,112,925,07,2011,47.101636,-151.162,8ZU M06,59
156j9A5,Michael Garner,7916 Nicholas Courts Suite 756 Lewisville ID. 15866,571-34-4867,73,mgarner@byui.edu,991.244.6902x714,71000,1985-06-03,124,873,09,2007,-9.0908615,155.47354,LMK 046,93
HcrB8m2,Scott Wagner,92789 Ryan Loop Idaho City ID. 52165,099-90-7770,44,swagner@byui.edu,597.775.9361x899,83000,1970-08-01,106,940,06,1994,41.880545,-9.751138,544 IPY,90
Z4AUedB,Lauren Sanchez,64303 Prince Views Apt. 027 Gooding ID. 45471,304-06-8952,73,lsanchez@byui.edu,372.526.8238x07285,97000,2016-01-12,108,884,03,1990,24.4943165,-123.949936,SZE-634,90
7hn4J8L,Donald Garcia,31896 Brandi Forks Apt. 261 Caldwell ID. 08243,084-60-8226,40,dgarcia@byui.edu,105-635-8790,124000,1991-07-01,129,785,03,1993,85.499293,-70.192368,3-51806K,97
WQu8g9u,Laura Butler,69713 Brenda Lodge Deary ID. 07794,123-47-0935,70,lbutler@byui.edu,(304)045-0507,120000,1998-05-10,106,811,05,1992,-24.5271955,-3.852297,AOK 3708,70
051j2qQ,Raymond Hendricks,029 Douglas Pike Glenns Ferry ID. 64967,310-60-5871,72,rhendricks@byui.edu,835-848-8112,99000,1998-11-01,113,778,02,1975,30.485333,-27.147191,MGT-6772,89
4RpfZU1,Jason Murphy,249 Owens Lake Apt. 343 Huetter ID. 42598,857-37-2844,38,jmurphy@byui.edu,659-137-1690,121000,2021-05-29,99,740,10,2006,46.8525495,-128.532333,13QP142,63
i2L75d5,Brittney Porter,57085 Robert Trafficway Apt. 286 Ammon ID. 34211,273-29-8412,49,bporter@byui.edu,001-382-550-2786x1678,91000,1974-05-08,110,851,10,1985,-0.045708,16.951907,87E I25,69
7AVQKy3,Melissa Cook,057 Howell Glens Suite 582 Idaho City ID. 77638,006-01-1657,64,mcook@byui.edu,+1-521-553-8085x929,122000,2005-09-19,95,800,12,1997,-3.3697335,-43.845923,ZSC 8182,70
kQWREFZ,Randy Davis,743 Grant Mountain Apt. 486 Lake Jason Minnesota. 60007,402-88-5981,53,rdavis@byui.edu,+1-156-936-1446x28637,84000,2016-04-22,114,850,05,1979,-84.203702,-108.395241,SCT 9847,68
Y2KeE3j,Sarah Herrera,46071 John Lodge Apt. 469 Spencer ID. 04763,821-68-9463,57,sherrera@byui.edu,330-080-0890x89513,78000,2004-01-19,120,778,07,1994,-8.3350945,-123.608536,9A 45606,98
T0R0V30,Russell Nguyen,114 Fletcher Mountains Potlatch ID. 65178,409-56-1513,42,rnguyen@byui.edu,(421)314-9071x5064,81000,1982-09-06,121,924,10,1991,81.9344925,-33.328077,088-AZU,70
qSBFvV3,Katherine Wilson,712 Johnson Harbors American Falls ID. 01140,887-06-9245,53,kwilson@byui.edu,738.797.4687x453,105000,1981-10-11,96,788,05,1970,-88.0034335,-62.216157,179-UMQI,82
P5T00zt,Rebecca Smith,6119 Jeffrey Harbor Oxford ID. 76677,212-26-2858,71,rsmith@byui.edu,273-846-3884x922,121000,2013-02-17,107,779,05,1998,-9.980357,-129.560876,093 PJH,88
33Hih8q,Richard Juarez,6594 Lisa Glen Suite 583 Peck ID. 80988,830-83-0948,41,rjuarez@byui.edu,(346)487-9632x15830,116000,2000-11-13,116,821,12,2011,74.961115,-130.747769,VC-2139,95
33wl0fI,Jeffrey Macdonald,502 Warren Lodge Shoshone ID. 94771,830-09-0712,65,jmacdonald@byui.edu,570-307-9722x03877,115000,2000-02-07,119,946,02,1984,-27.4484595,-108.188034,64-6594N,73
dtiQP31,Jennifer Martin,6224 John Freeway Hailey ID. 69884,732-66-4777,72,jmartin@byui.edu,9808998218,116000,2004-04-27,120,768,05,1987,-17.5956185,-18.953227,VW-5848,98
UVjVMQc,Jamie Cunningham,624 Taylor Forges Suite 752 Hansen ID. 13735,317-52-5572,72,jcunningham@byui.edu,001-089-811-8424x6833,123000,2009-07-26,103,930,10,1970,7.5898325,-173.576069,7II 377,92
ASFxlRc,Grant Sparks,77234 Powers Estates Ketchum ID. 85065,602-39-3538,66,gsparks@byui.edu,+1-058-496-6709,93000,1970-05-24,103,777,07,1974,-68.6896485,64.842864,11T 926,74
9jL53d0,Don Smith,295 Matthew Center Meridian ID. 03104,757-09-3264,41,dsmith@byui.edu,(549)608-2371x6255,91000,2019-01-07,99,922,06,1995,66.2079925,-164.963062,EAG-7176,71
zUqzVAZ,Anthony Floyd,1511 Chavez Track Kooskia ID. 46885,594-41-5252,39,afloyd@byui.edu,424.135.6946,87000,1974-01-15,128,856,12,2009,4.071383,172.949759,MTS-7771,73
p4K1gRx,Dale Perkins,55811 Jones Heights Apt. 640 Horseshoe Bend ID. 66660,622-84-4121,69,dperkins@byui.edu,437.902.4483x6914,74000,1995-01-07,97,792,02,1996,-82.7182125,-3.950022,8KW3042,99
w3ZxIfv,Amy Barry,431 William Lake Riggins ID. 89002,827-11-3800,65,abarry@byui.edu,(639)140-4043x6974,86000,2020-08-18,112,734,09,1978,-16.2832205,-124.635078,573 5BR,94
NUF59Ql,Mia Richards,853 Pacheco Mall Kimberly ID. 49532,631-57-9674,53,mrichards@byui.edu,+1-861-350-7854x21238,95000,2002-11-21,107,755,08,2009,82.133668,-93.599375,MNX3518,93
38u69yD,Nicholas Mcdaniel,29153 Jason Ridge Suite 721 Grance View ID. 41370,856-96-3795,67,nmcdaniel@byui.edu,709.138.3243x43548,108000,2014-10-05,96,888,10,2019,68.643045,28.051316,26N XO2,65
2nZ8e15,Mark Adams,53575 Melissa Squares Bancroft ID. 07245,051-94-9703,50,madams@byui.edu,416.506.9666x23476,89000,2021-08-09,114,922,05,2018,-16.936025,21.39114,491-RHF,91
